P(topic 1),P(topic 2)
0.9005479356443074,0.09945206435569261
0.8884040157461714,0.11159598425382845
0.9056019984214139,0.09439800157858606
0.9250061457784989,0.07499385422150101
0.9161703914374716,0.08382960856252834
0.9150071899389208,0.08499281006107912
0.9299583212973949,0.07004167870260512
0.6183117086536633,0.3816882913463367
0.9398642577594843,0.06013574224051572
0.9410502179881662,0.05894978201183385
0.9502461764561777,0.04975382354382238
0.9194657762295312,0.08053422377046886
0.9444167236436241,0.0555832763563759
0.9376760096807951,0.06232399031920501
0.932943898754725,0.06705610124527499
0.9412011279928583,0.0587988720071416
0.9517813626328274,0.048218637367172565
0.9082099010300174,0.09179009896998247
0.9606956563336233,0.039304343666376584
0.9269888186760169,0.07301118132398317
0.9267740696562696,0.07322593034373032
0.9559468785949145,0.04405312140508557
0.9492702825809255,0.05072971741907446
0.9247535530211869,0.07524644697881308
0.9475193881782341,0.052480611821765936
0.9572478183886373,0.04275218161136272
0.9618193219521941,0.03818067804780583
0.9440278082733528,0.05597219172664728
0.9394095044941381,0.06059049550586196
0.5975456399477612,0.4024543600522388
0.9369512350345968,0.06304876496540329
0.9296867319535173,0.07031326804648273
0.9063641339505335,0.09363586604946658
0.9016607086077785,0.09833929139222145
0.9339604060861305,0.06603959391386943
0.9241649072995244,0.07583509270047571
0.9320980582222276,0.0679019417777723
0.9263612361403805,0.07363876385961954
0.9382383350595906,0.06176166494040936
0.9166685971696594,0.08333140283034055
0.9487556242057512,0.05124437579424869
0.9468803893158907,0.05311961068410929
0.950793008956491,0.049206991043509084
0.9296645141907052,0.07033548580929491
0.9449473569560976,0.05505264304390249
0.9097148289443294,0.09028517105567062
0.8971854885279535,0.10281451147204647
0.9382913823620592,0.06170861763794089
0.9043087681496839,0.09569123185031611
0.9272217219083622,0.07277827809163787
0.9353882724155042,0.06461172758449592
0.9137115309115571,0.08628846908844291
0.9256062332880808,0.07439376671191925
0.9357181261270577,0.06428187387294211
0.9438873219529884,0.056112678047011595
0.9128202294700355,0.08717977052996456
0.9366859609162668,0.06331403908373337
0.9376788837214914,0.06232111627850851
0.9546263832655805,0.04537361673441948
0.9201240887536921,0.0798759112463079
0.9472507261692839,0.05274927383071615
0.9071926985275252,0.09280730147247487
0.9223185801966562,0.07768141980334381
0.9393386180885587,0.060661381911441416
0.9253194688360209,0.07468053116397914
0.9517637840213878,0.04823621597861215
0.9327354837474534,0.06726451625254654
0.9352187940677333,0.06478120593226674
0.9576343677449386,0.04236563225506149
0.9193075803001144,0.08069241969988555
0.9215403229353204,0.0784596770646796
0.9333917020226553,0.06660829797734455
0.942789188058607,0.057210811941392985
0.9176051547991322,0.08239484520086784
0.9546024940397467,0.04539750596025328
0.9391386153040296,0.0608613846959704
0.9600462720402265,0.03995372795977347
0.9194071107068551,0.08059288929314495
0.9201981019717649,0.0798018980282351
0.952021513206379,0.047978486793621024
0.9308391014005336,0.06916089859946639
0.9175002921080526,0.08249970789194745
0.9386088536033658,0.061391146396634205
0.9384565736302349,0.06154342636976496
0.9156427957390708,0.08435720426092906
0.9158685766520004,0.08413142334799965
0.9084456394614022,0.09155436053859778
0.9358711928289329,0.06412880717106714
0.949579865179646,0.05042013482035405
0.9416664288704508,0.05833357112954919
0.9368601145523039,0.06313988544769608
0.9504755502382631,0.04952444976173683
0.9350416267179227,0.06495837328207726
0.9486793230573006,0.051320676942699345
0.9311579162338703,0.06884208376612952
0.8985586161098155,0.10144138389018459
0.9281475855616269,0.07185241443837312
0.909213250995835,0.0907867490041649
0.9693902608644388,0.03060973913556118
0.9507345113929775,0.049265488607022526
0.9246491707699331,0.07535082923006693
0.9171540999173884,0.08284590008261157
0.9427675828704518,0.057232417129548255
0.939912085674204,0.060087914325795924
0.9214614443044351,0.07853855569556488
0.9305720855669134,0.06942791443308664
0.9090078339428451,0.09099216605715492
0.5500792331776961,0.44992076682230386
0.9297309270852888,0.07026907291471118
0.9343389085645597,0.06566109143544034
0.9343389085645597,0.06566109143544034
0.8828433758611555,0.1171566241388445
0.8999323453051696,0.10006765469483027
0.9527500533250781,0.04724994667492193
0.9399313135287916,0.06006868647120849
0.9198090557991523,0.08019094420084777
0.6196808224157588,0.38031917758424116
0.9082645124228577,0.09173548757714242
0.9486053044523223,0.0513946955476778
0.8939442691557138,0.10605573084428617
0.9198384103154807,0.08016158968451931
0.9362653749551895,0.06373462504481053
0.9414130393812036,0.058586960618796396
0.9345598271960097,0.06544017280399031
0.9087242076254561,0.09127579237454378
0.9398471733702347,0.060152826629765226
0.941945686570623,0.058054313429376926
0.8952627269464263,0.10473727305357367
0.8957660185757562,0.10423398142424385
0.9456703498318139,0.054329650168186076
0.9206273471538641,0.079372652846136
0.9199320563297139,0.08006794367028613
0.9136011214922883,0.08639887850771164
0.8970068768599176,0.10299312314008237
0.9491306416250416,0.05086935837495838
0.8951901543856708,0.10480984561432921
0.9458233355650244,0.054176664434975624
0.9150100751795472,0.08498992482045278
0.9299019132435339,0.07009808675646612
0.9485084683014448,0.051491531698555235
0.9239806487384558,0.07601935126154426
0.8994036308649186,0.10059636913508145
0.9333286075134036,0.06667139248659629
0.9155980277925578,0.08440197220744208
0.9208188249107533,0.07918117508924673
0.9149041398640511,0.08509586013594896
0.9236258211962447,0.07637417880375537
0.9492063290915308,0.05079367090846909
0.9084229195789061,0.09157708042109385
0.8709699880982816,0.12903001190171834
0.903693185626123,0.09630681437387706
0.9353421297248289,0.06465787027517102
0.9183501033836526,0.0816498966163474
0.9479935303929418,0.052006469607058244
0.2706159806593559,0.7293840193406441
0.9213348204223671,0.0786651795776328
0.9622373754823911,0.03776262451760894
0.5124140091178653,0.4875859908821347
0.9410665581924702,0.05893344180752972
0.9142179927880972,0.08578200721190285
0.9353887957916297,0.0646112042083704
0.9380551925307539,0.0619448074692461
0.955065273494654,0.04493472650534597
0.901365018760878,0.0986349812391219
0.9212633403873032,0.07873665961269678
0.9371676739024126,0.06283232609758746
0.9649140433149602,0.03508595668503982
0.9112347905762717,0.08876520942372826
0.9309407185998628,0.06905928140013717
0.8985586161098155,0.10144138389018459
0.9532475242356167,0.0467524757643834
0.9353156195022969,0.06468438049770298
0.9247357399644451,0.0752642600355549
0.9368949745355103,0.06310502546448962
0.9152341333568594,0.0847658666431406
0.9094663315807505,0.09053366841924944
0.9416201177721364,0.0583798822278637
0.9317652348837187,0.06823476511628142
0.9079645889427713,0.09203541105722866
0.9156283711316832,0.08437162886831685
0.9204358117232938,0.07956418827670618
0.9083527653378257,0.09164723466217428
0.9496227830894638,0.05037721691053615
0.8922256348332377,0.10777436516676223
0.9596902749428812,0.04030972505711893
0.9255868340863561,0.07441316591364397
0.9018361964228143,0.09816380357718561
0.9127116821480141,0.08728831785198585
0.9363935756496119,0.06360642435038805
0.9294188798003584,0.07058112019964166
0.5508487122110488,0.4491512877889512
0.9269678753182378,0.07303212468176232
0.92946858226618,0.07053141773381996
0.9658190113207773,0.03418098867922277
0.9414536217677699,0.05854637823223003
0.926376733527991,0.07362326647200895
0.9356705612880756,0.06432943871192441
0.926842132802384,0.07315786719761597
0.9431111923168632,0.056888807683136804
0.9174290075455015,0.08257099245449852
0.9245844821705449,0.07541551782945506
0.9192775506005472,0.08072244939945279
0.9414691614734899,0.05853083852651014
0.9449449773176398,0.055055022682360254
0.9335856098070129,0.06641439019298707
0.9336175041700399,0.06638249582996017
0.9459029831712001,0.05409701682879988
0.9238257968756574,0.07617420312434263
0.9334635579637001,0.06653644203629998
0.9177306552498473,0.0822693447501527
0.9339795293284551,0.06602047067154494
0.9242086290110499,0.07579137098895011
0.9343448584157785,0.06565514158422152
0.9119051850210141,0.08809481497898586
0.8775455255319142,0.12245447446808584
0.9332672077042083,0.06673279229579157
0.9030522114562399,0.09694778854376011
0.9456488922105485,0.054351107789451535
0.9430122498542005,0.05698775014579958
0.947648849548826,0.05235115045117389
0.9535891755016065,0.04641082449839352
0.9288457493425538,0.07115425065744613
0.9603856897889431,0.03961431021105698
0.9092563435951888,0.0907436564048112
0.9436350555817619,0.05636494441823823
0.9476036379930778,0.0523963620069223
0.9396157233632829,0.06038427663671721
0.9394292494630938,0.06057075053690621
0.9456666338470219,0.05433336615297812
0.9385995626983762,0.061400437301623756
0.9366915524977247,0.06330844750227531
0.9330150977435585,0.06698490225644141
0.908933633374032,0.09106636662596804
0.9108552335962726,0.0891447664037273
0.9585809065053824,0.0414190934946176
0.9477218201641243,0.05227817983587561
0.960644418450251,0.039355581549749066
0.9437210359780326,0.056278964021967436
0.9284453323210955,0.0715546676789046
0.9173747747481699,0.08262522525183012
0.9336274086251983,0.06637259137480168
0.9101554465296925,0.08984455347030745
0.9196401498808421,0.08035985011915789
0.9160445891437932,0.08395541085620684
0.9068150448511294,0.09318495514887062
0.944013968332402,0.055986031667597906
0.9546615874463615,0.045338412553638525
0.9381359704971916,0.061864029502808435
0.9419557489473365,0.05804425105266348
0.922795576921083,0.077204423078917
0.9487914134973348,0.05120858650266535
0.9112736483050404,0.08872635169495947
0.9431096199153468,0.05689038008465316
0.9035128841369564,0.09648711586304362
0.9258887443272817,0.0741112556727183
0.8909487963444235,0.10905120365557647
0.9568604948728857,0.04313950512711424
0.9418879052111188,0.058112094788881304
0.9313465033661613,0.06865349663383868
0.9293697235753247,0.07063027642467529
0.9621251366289958,0.037874863371004194
0.9717287339971169,0.028271266002883134
0.8847778250802903,0.11522217491970958
0.9182523652720076,0.08174763472799237
0.9233562714602365,0.07664372853976358
0.9243669290384594,0.07563307096154058
0.9151735851092487,0.08482641489075131
0.9234491731460601,0.07655082685393998
0.9327486249759863,0.06725137502401363
0.9068299631285275,0.09317003687147242
0.9453168776282388,0.054683122371761164
0.9551866589931686,0.04481334100683146
0.9196203697372686,0.0803796302627315
0.9351264719758223,0.06487352802417759
0.949725980944563,0.050274019055437096
0.9136756953121928,0.08632430468780718
0.9292519055577405,0.07074809444225949
0.9273745651281113,0.07262543487188869
0.9144708364566452,0.08552916354335476
0.8893508588705534,0.11064914112944667
0.903957445048338,0.09604255495166208
0.9221969634418639,0.07780303655813621
0.9510089282333808,0.04899107176661918
0.9332823019373365,0.0667176980626635
0.905071134547222,0.09492886545277796
0.9393301892043343,0.060669810795665656
0.940185931962237,0.05981406803776305
0.8987625421027337,0.10123745789726638
0.8235160642524981,0.17648393574750187
0.9660866384046932,0.03391336159530663
0.9443487658063756,0.05565123419362441
0.9293156430350114,0.07068435696498862
0.9166027896794576,0.0833972103205424
0.9229466770672007,0.07705332293279936
0.9370011678215348,0.06299883217846539
0.9255573737320375,0.0744426262679625
0.9095890368406432,0.09041096315935686
0.937668850356081,0.062331149643918816
0.9289352619982902,0.07106473800170973
0.9230254222979939,0.07697457770200615
0.918997476403179,0.08100252359682102
0.9402751003114437,0.059724899688556286
0.9374168623832309,0.06258313761676917
0.915722554178072,0.08427744582192805
0.9541843119759068,0.045815688024093214
0.9530932559958801,0.04690674400411975
0.9280783002330087,0.07192169976699124
0.9129940221770948,0.08700597782290521
0.9230588772196192,0.07694112278038075
0.920848642824183,0.07915135717581706
0.9349474711171951,0.06505252888280476
0.9262606986173192,0.07373930138268085
0.9598549883849751,0.04014501161502493
0.9297659867202905,0.07023401327970946
0.9252584808569787,0.07474151914302131
0.9287834692180451,0.07121653078195489
0.9322032260152631,0.06779677398473688
0.9116369376778698,0.08836306232213019
0.9437786587774097,0.056221341222590246
0.9398657308987163,0.06013426910128376
0.9289703968501879,0.07102960314981205
0.9304556745444031,0.0695443254555968
0.9295546221877176,0.0704453778122824
0.9346765129171667,0.06532348708283328
0.9587456753050313,0.04125432469496864
0.909147709109939,0.09085229089006105
0.9214137063419656,0.07858629365803436
0.9282375106582107,0.07176248934178926
0.9355522167959988,0.06444778320400127
0.9313716721079978,0.06862832789200221
0.9346711225265836,0.06532887747341647
0.9267179907466773,0.07328200925332276
0.9663110947796686,0.033688905220331404
0.9295212208107547,0.07047877918924532
0.9088315278155639,0.09116847218443609
0.9281754570650179,0.0718245429349822
0.9532309641651593,0.04676903583484067
0.9374290847893607,0.06257091521063922
0.9106882664744451,0.08931173352555481
0.9023877725602412,0.09761222743975892
0.959516836346482,0.04048316365351793
0.9298529188315725,0.07014708116842744
0.9353679985173005,0.0646320014826996
0.9145588898103643,0.08544111018963578
0.9072604143358298,0.09273958566417027
0.9369565260712668,0.06304347392873319
0.9552508409109673,0.04474915908903256
0.9220755821359247,0.07792441786407536
0.9205632692335712,0.07943673076642872
0.9221102657708987,0.07788973422910128
0.9175891085948432,0.08241089140515677
0.9102841129881216,0.08971588701187845
0.9328640934432069,0.0671359065567931
0.9417790277618496,0.05822097223815044
0.9284225130977956,0.07157748690220447
0.9207764653000156,0.07922353469998443
0.9572974002661236,0.04270259973387628
0.4383718799934411,0.5616281200065589
0.9231531067866289,0.07684689321337115
0.9266729928244419,0.07332700717555807
0.9364170754277905,0.0635829245722094
0.5554853827163676,0.4445146172836325
0.924302126005634,0.07569787399436595
0.922831183859476,0.07716881614052398
0.9180365744465357,0.08196342555346423
0.9279365815844111,0.07206341841558897
0.9347415982032395,0.06525840179676046
0.9343617360777228,0.06563826392227719
0.9183441733443197,0.08165582665568023
0.9412872331772693,0.05871276682273075
0.9311292193068342,0.06887078069316574
0.9272986898817388,0.0727013101182612
0.9131161797671546,0.08688382023284545
0.9177293672414051,0.0822706327585949
0.9469028568714235,0.05309714312857645
0.9438435687061837,0.05615643129381638
0.9240602556011123,0.07593974439888762
0.9537359935373697,0.046264006462630326
0.9390989376998237,0.060901062300176306
0.9313843618951195,0.06861563810488049
0.918381326210065,0.08161867378993502
0.9562204568856452,0.04377954311435471
0.9216883020550514,0.07831169794494856
0.9490113402400654,0.05098865975993455
0.9115284146687592,0.08847158533124076
0.9171861240491563,0.08281387595084358
0.9416212148418676,0.05837878515813236
0.9086252538622573,0.09137474613774274
0.9218903930125287,0.07810960698747131
0.9572332079352567,0.042766792064743375
0.9296365363789293,0.07036346362107078
0.9659246976617247,0.0340753023382753
0.9457991116723438,0.05420088832765626
0.9319670851392164,0.06803291486078353
0.9248513925356456,0.07514860746435431
0.9446268242892684,0.05537317571073156
0.9060684228705942,0.09393157712940574
0.9451587539868832,0.054841246013116796
0.9620518040564556,0.03794819594354436
0.9273713204837617,0.07262867951623818
0.9369659048708555,0.06303409512914458
0.9376510406899965,0.062348959310003504
0.9330559774491926,0.06694402255080747
0.9354101426026277,0.06458985739737218
0.9137219168595092,0.08627808314049079
0.9340847622829046,0.06591523771709552
0.9138390736891244,0.08616092631087563
0.9319778618289064,0.06802213817109358
0.9271280488187152,0.07287195118128471
0.9246742132901634,0.07532578670983654
0.9497171124374731,0.050282887562526773
0.8886144879576097,0.11138551204239022
0.9166221236792909,0.0833778763207092
0.9454547762096026,0.05454522379039739
0.9366747834797077,0.06332521652029226
0.924451370254418,0.07554862974558191
0.9173034598897034,0.08269654011029663
0.9508246110427018,0.04917538895729825
0.897563586896421,0.10243641310357907
0.9303364785456276,0.06966352145437239
0.9357882088476582,0.06421179115234175
0.9406791765483925,0.05932082345160756
0.913361374595811,0.08663862540418898
0.9382096827005106,0.06179031729948951
0.925101696104921,0.07489830389507897
0.930181895630311,0.06981810436968897
0.9135909464844444,0.08640905351555556
0.9306997490697886,0.0693002509302115
0.9120830776298007,0.08791692237019925
0.9426722404815727,0.05732775951842727
0.9172744598158382,0.08272554018416178
0.9324983832734711,0.0675016167265288
0.9621503627861989,0.037849637213801156
0.9392649273874204,0.06073507261257953
0.9300796907408087,0.06992030925919132
0.9327734336658059,0.06722656633419408
0.9299307756020369,0.07006922439796316
0.9076919739060307,0.09230802609396928
0.916474407671962,0.08352559232803795
0.9231960155120779,0.07680398448792217
0.9097156181376005,0.09028438186239952
0.9497290562419092,0.0502709437580908
0.9280286802400843,0.07197131975991566
0.9310151675824857,0.06898483241751421
0.9322303915424102,0.0677696084575898
0.9338705072088351,0.06612949279116485
0.9086973691854175,0.09130263081458248
0.9417457055030942,0.0582542944969058
0.8991814424076496,0.10081855759235028
0.9353597133056707,0.06464028669432925
0.9234538940483717,0.07654610595162821
0.9365649324168028,0.06343506758319713
0.9586741174986603,0.041325882501339783
0.922241885903744,0.0777581140962561
0.9346857044894149,0.06531429551058514
0.9221465500551627,0.07785344994483732
0.9213708008601412,0.07862919913985882
0.9190095537933495,0.08099044620665051
0.9172709946434706,0.08272900535652938
0.9546066339728968,0.045393366027103206
0.8860600364018634,0.1139399635981366
0.9146472502553822,0.08535274974461793
0.92856440708917,0.07143559291082997
0.9062807668271814,0.09371923317281856
0.942708803339164,0.05729119666083601
0.9261508865843776,0.07384911341562236
0.944284408304167,0.055715591695832824
0.8912963743839053,0.10870362561609477
0.9294478315687464,0.07055216843125355
0.9291643110326775,0.0708356889673225
0.9243208668099423,0.07567913319005766
0.9388649554243451,0.061135044575654954
0.9209116077054075,0.07908839229459258
0.8874797348395472,0.11252026516045278
0.9039455716045584,0.09605442839544173
0.9295510180679872,0.0704489819320128
0.9422689572016759,0.05773104279832408
0.9130808183441822,0.0869191816558177
0.9393457857054508,0.060654214294549195
0.9269814685179852,0.07301853148201483
0.9135582436347603,0.08644175636523961
0.9511102075090024,0.048889792490997445
0.9160108638418523,0.08398913615814768
0.9206407720362395,0.07935922796376052
0.9308136069633886,0.06918639303661143
0.9424354724921638,0.05756452750783629
0.5254750349855641,0.4745249650144358
0.514524703543417,0.48547529645658305
0.5204815939770192,0.4795184060229807
0.9237081714559426,0.07629182854405742
0.9145874855374561,0.08541251446254387
0.9404726189269246,0.059527381073075515
0.9435709366390305,0.056429063360969506
0.925238294336034,0.07476170566396606
0.9475542125771536,0.05244578742284642
0.9239680797628661,0.07603192023713382
0.9261682362522348,0.07383176374776525
0.9345901679677735,0.06540983203222656
0.9239180077148179,0.07608199228518202
0.9574210486057301,0.04257895139426995
0.9212315844907697,0.07876841550923035
0.9310072537239125,0.06899274627608756
0.914564707548914,0.0854352924510861
0.9471799863005554,0.05282001369944456
0.9172640013371952,0.08273599866280487
0.9335301058719402,0.06646989412805986
0.9679813498436881,0.03201865015631191
0.9457111880936874,0.05428881190631261
0.9234591895552519,0.07654081044474818
0.9229827085346617,0.07701729146533828
0.9226621706189173,0.07733782938108265
0.9237032060475319,0.07629679395246805
0.9166322254097805,0.08336777459021943
0.9651369436342324,0.03486305636576756
0.9397044682913561,0.060295531708643935
0.9478911615345341,0.05210883846546586
0.9115453110504369,0.08845468894956308
0.9011267897761072,0.09887321022389282
0.9476395433245662,0.05236045667543374
0.9243619488079087,0.07563805119209129
0.9455486291102182,0.05445137088978171
0.9278000329168814,0.07219996708311859
0.9618494847395914,0.038150515260408614
0.929778356729598,0.07022164327040209
0.9558339361142991,0.044166063885700935
0.9493051854411801,0.05069481455881985
0.9060538721825985,0.09394612781740161
0.908779849736598,0.09122015026340202
0.9420551828688695,0.05794481713113057
0.9440189202955249,0.05598107970447511
0.9069644693645925,0.09303553063540741
0.9481733541580948,0.05182664584190523
0.9118989622009691,0.08810103779903096
0.5486446647192149,0.451355335280785
0.5278036996366569,0.4721963003633432
0.5423976715474557,0.4576023284525444
0.5248172978738509,0.4751827021261491
0.5225427959641793,0.47745720403582076
0.5488418002582098,0.45115819974179017
0.5217764883237684,0.4782235116762316
0.5430558456134571,0.45694415438654296
0.9198756432699469,0.08012435673005314
0.9379915766518078,0.062008423348192274
0.9306485944150672,0.06935140558493284
0.9394352764283291,0.06056472357167094
0.9417263922311792,0.05827360776882072
0.9270006566669897,0.07299934333301022
0.9350037121691229,0.06499628783087721
0.9370104870596667,0.0629895129403332
0.945130273005562,0.0548697269944381
0.935453515194974,0.06454648480502591
0.9225900627734216,0.07740993722657838
0.9191704274031784,0.08082957259682154
0.9246730976171073,0.07532690238289272
0.9278958508082071,0.07210414919179285
0.9058143641685847,0.09418563583141534
0.9260980358300985,0.07390196416990147
0.9413420421437307,0.05865795785626927
0.9054957101291169,0.0945042898708831
0.9403716983721402,0.05962830162785979
0.9398835415218748,0.06011645847812507
0.9532170915691938,0.04678290843080629
0.9154193953437232,0.08458060465627677
0.9256172781954223,0.07438272180457776
0.3157440764193683,0.6842559235806317
0.9066809664289416,0.09331903357105845
0.9477703465119531,0.05222965348804681
0.931752777960134,0.06824722203986593
0.9395957109684793,0.06040428903152083
0.9418455196964546,0.05815448030354548
0.9256895977039004,0.0743104022960997
0.9233645220434277,0.0766354779565723
0.9257817562152806,0.07421824378471939
0.9278121190860191,0.07218788091398089
0.9536149267977369,0.04638507320226322
0.9335191215433472,0.06648087845665288
0.9241473457420847,0.0758526542579153
0.9416472149866141,0.05835278501338589
0.9121785885261706,0.08782141147382938
0.8999976392289479,0.10000236077105214
0.9577505607617551,0.04224943923824482
0.9449554285736618,0.05504457142633812
0.8710409513982489,0.128959048601751
0.9303455946724465,0.06965440532755351
0.9258982399577327,0.07410176004226732
0.942299156509815,0.05770084349018494
0.9203307484252838,0.07966925157471616
0.9233034751860765,0.07669652481392361
0.9412388707249764,0.05876112927502369
0.9086749060500274,0.0913250939499726
0.9402576442220375,0.05974235577796253
0.9176812905874054,0.08231870941259452
0.9382736862154651,0.06172631378453496
0.934000319570376,0.06599968042962395
0.9328009100712703,0.06719908992872968
0.9422625747463546,0.05773742525364551
0.9091004862002713,0.09089951379972872
0.9586522445989233,0.04134775540107682
0.8857139509696355,0.1142860490303647
0.31884559284455816,0.6811544071554418
0.9084278544695926,0.09157214553040742
0.9157874948288813,0.08421250517111856
0.9366937700330582,0.06330622996694164
0.9366734828765588,0.06332651712344119
0.9127409988086951,0.08725900119130493
0.9441743809673026,0.05582561903269752
0.9370136578616666,0.06298634213833343
0.9504715199345418,0.0495284800654582
0.9261668477945908,0.0738331522054092
0.9052029792761523,0.09479702072384763
0.9334621558437763,0.06653784415622362
0.9223491657831647,0.0776508342168353
0.9157888248427987,0.08421117515720127
0.9378371528413075,0.06216284715869254
0.9131812317724797,0.08681876822752024
0.9284219247250962,0.07157807527490376
0.9289478996627384,0.07105210033726171
0.9420710115161487,0.057928988483851224
0.9344293749691599,0.06557062503084019
0.9322199390473398,0.06778006095266029
0.9294521245460451,0.07054787545395486
0.9329381498807652,0.06706185011923492
0.9138066860478944,0.08619331395210557
0.9336962464675419,0.06630375353245799
0.9213127175047757,0.07868728249522419
0.935557325107896,0.06444267489210394
0.9252672175833677,0.07473278241663228
0.9359988862556771,0.0640011137443229
0.6203263215628712,0.3796736784371289
0.9578232835496902,0.04217671645030988
0.9337581604791737,0.06624183952082624
0.9598032747749172,0.040196725225082844
0.943940289856426,0.056059710143574054
0.9406957843837083,0.05930421561629177
0.931578649709069,0.06842135029093104
0.9512947314400384,0.04870526855996166
0.9109801006928151,0.08901989930718486
0.9397876028436132,0.0602123971563868
0.5934730548730723,0.4065269451269275
0.9225854234299782,0.07741457657002183
0.8934245429938438,0.10657545700615616
0.9338417235056929,0.06615827649430699
0.13999573690138,0.8600042630986199
0.9331527497607541,0.06684725023924591
0.9356437558771654,0.0643562441228345
0.9185681119265293,0.08143188807347065
0.9267680011368625,0.0732319988631374
0.9504616104342305,0.04953838956576956
0.909509748906636,0.09049025109336392
0.9400703000211545,0.05992969997884537
0.9247277071935124,0.07527229280648767
0.916579622193603,0.08342037780639708
0.9583467056199207,0.04165329438007923
0.930482050974569,0.069517949025431
0.9001022869295067,0.09989771307049328
0.9434642395421969,0.05653576045780309
0.931703664578658,0.06829633542134195
0.9452473776976914,0.054752622302308575
0.9168625143245267,0.08313748567547323
0.9526637582823579,0.04733624171764201
0.952380445024409,0.047619554975590894
0.939781409293375,0.06021859070662509
0.9273864879834605,0.0726135120165395
0.9158220315596615,0.08417796844033863
0.912977574045186,0.08702242595481392
0.936570564794203,0.06342943520579702
0.9372342146393985,0.06276578536060154
0.932466646897276,0.067533353102724
0.9143433898213635,0.08565661017863645
0.930837754793449,0.069162245206551
0.943685436877928,0.056314563122071976
0.9373331147838877,0.06266688521611226
0.9069841592624593,0.09301584073754073
0.9208867640033003,0.07911323599669969
0.9481562755028001,0.05184372449719979
0.9216903650213065,0.07830963497869343
0.9187735512810642,0.08122644871893583
0.9260501438774326,0.0739498561225674
0.9198471471104523,0.08015285288954768
0.9453572178926731,0.054642782107326884
0.9251576661361258,0.07484233386387423
0.9269218887313327,0.07307811126866727
0.9093089943294977,0.09069100567050231
0.9274488194921724,0.0725511805078276
0.9175489187081672,0.08245108129183279
0.9136634074366995,0.08633659256330052
0.9298775337242033,0.07012246627579667
0.9214840502170065,0.07851594978299345
0.9567239777572868,0.04327602224271316
0.9372643535834451,0.062735646416555
0.5975456399477612,0.4024543600522388
0.9482628904685687,0.051737109531431305
0.2856761163748379,0.7143238836251621
0.9214704073823985,0.07852959261760144
0.9129962384696082,0.08700376153039184
0.9229262533522019,0.07707374664779812
