P(topic 1),P(topic 2),P(topic 3),P(topic 4)
0.053935713192001904,0.8381628538080961,0.053936810339591065,0.05396462266031093
0.0458530516317266,0.8624568148336079,0.045854465802892104,0.045835667731773375
0.11154464168559171,0.6653661670527976,0.11154460875348231,0.11154458250812836
0.028001766434728757,0.9157764311548061,0.02800287775749909,0.02821892465296606
0.03522229637302574,0.8943248830180771,0.035222691056590816,0.03523012955230635
0.02619876561637671,0.9214077996922683,0.026199143073075998,0.02619429161827895
0.04098988930370115,0.8770385399018047,0.040990856580735854,0.04098071421375817
0.05593571346940202,0.8321940809188865,0.05593586008533855,0.0559343455263729
0.05177345229477548,0.8446891410263061,0.051785902176576,0.05175150450234256
0.11867273508671777,0.17403422937147364,0.5886264154834168,0.11866662005839178
0.037903471593183,0.886298732761136,0.037902576716001966,0.03789521892967898
0.04466658037031296,0.8643258433850317,0.04466775788735575,0.04633981835729958
0.03854702364301856,0.8832571267728162,0.03854800368790429,0.03964784589626084
0.05063410894557952,0.848102175000382,0.05063415173965381,0.05062956431438453
0.025795636284755383,0.9226201195789684,0.025795872893972387,0.02578837124230406
0.04368364516506243,0.7535370845034851,0.043684702302015606,0.15909456802943694
0.06935179092170697,0.7919445023819042,0.06935206966646916,0.0693516370299196
0.06546597014542813,0.8036069401528787,0.06546642343536256,0.0654606662663306
0.030818298452085516,0.9079116956236116,0.030646807893572114,0.03062319803073073
0.0385774011622125,0.8842173541830364,0.03862710830206456,0.038578136352686566
0.059599409534283214,0.8210620548208596,0.059622876906440546,0.05971565873841656
0.07568786027710014,0.7729434771633029,0.07568864393152751,0.07568001862806945
0.03678572357592677,0.8897002814322656,0.036840728220696596,0.036673266771110935
0.09228355195221455,0.7231493700811803,0.09228355210754126,0.09228352585906374
0.08305423964228008,0.750838493285705,0.0830543791380991,0.08305288793391591
0.06806663427490788,0.7958002712675162,0.06806689669033122,0.06806619776724471
0.10373844049997434,0.6887846594954857,0.10373843514609422,0.10373846485844558
0.038290950926092304,0.8848687241147836,0.03829515858714768,0.038545166371976275
0.04299719632510279,0.8709738145579455,0.042998802224518164,0.04303018689243347
0.06858317189190122,0.6731383271457316,0.18983537627474442,0.06844312468762262
0.039379389251093445,0.8818321571223525,0.039380148834827246,0.03940830479172689
0.059008028927306444,0.8229808366835216,0.059008541130286425,0.05900259325888559
0.07550877559299127,0.6175494414424836,0.07550935914232215,0.231432423822203
0.043846590631394386,0.8684638403019698,0.04384763676554519,0.0438419323010907
0.03161256059828932,0.9051461116124182,0.03162269104076088,0.03161863674853138
0.0464163006833305,0.8602739914739543,0.04641728368651192,0.04689242415620331
0.09820086334380802,0.7053975698125756,0.09820099098026189,0.09820057586335453
0.050188312797356215,0.8486010622549802,0.05018913876362009,0.05102148618404338
0.06112266379918912,0.8166376006930595,0.061123214590673276,0.06111652091707798
0.03694304304890728,0.889160769610033,0.03694278888205028,0.03695339845900944
0.06028167045749777,0.8191674093065611,0.060283123749023136,0.06026779648691782
0.06413892335956886,0.8072913521988865,0.06414035671026938,0.06442936773127522
0.05129592908560405,0.6388917001217377,0.05129424778557712,0.25851812300708116
0.03497887383987751,0.8950723952276326,0.034980344454623995,0.03496838647786591
0.06942836423510758,0.7917192934091752,0.0694289687174454,0.06942337363827189
0.07120822225920867,0.7863869357580299,0.0712033844795556,0.07120145750320586
0.03611475138543381,0.8916726815738469,0.03611237564131308,0.036100191399406206
0.06349964949543371,0.8095118821803506,0.06350008035604192,0.06348838796817372
0.5833709182029412,0.3511776351627376,0.032727451457056765,0.03272399517726452
0.0233042529406903,0.9300760494020505,0.023305503436613598,0.023314194220645575
0.035828932557018967,0.8924914320436305,0.03583031393742551,0.03584932146192502
0.0781162448008108,0.7656571712593537,0.07811724534372766,0.07810933859610783
0.06895014185522445,0.7931043743798927,0.0689989338709964,0.06894654989388649
0.11520231551178163,0.6543963753550357,0.11520082849195343,0.1152004806412294
0.04331288755225643,0.8700763784435971,0.043314580728182124,0.043296153275964346
0.11866606515963965,0.644020177722833,0.11866809955746561,0.11864565756006182
0.0796189796504742,0.7611477253862508,0.07961949874876129,0.07961379621451373
0.04231399462333598,0.873077970999515,0.04230981057477102,0.0422982238023779
0.09773873930709305,0.7047058220400064,0.09773874805896841,0.09981669059393224
0.047766626741898084,0.39153118565683337,0.04776674086090046,0.5129354467403681
0.0370027881845432,0.8886212992366055,0.037339961452184774,0.03703595112666654
0.11579787255216394,0.6526071073770954,0.11579796382083857,0.11579705624990215
0.03821061566095605,0.8853760645851146,0.038211483414489364,0.038201836339439896
0.02956800431676256,0.9094043057555654,0.02957212183696294,0.031455568090708985
0.04546942917601925,0.8635931323451786,0.04546960479124834,0.04546783368755385
0.05104233683844683,0.8458982650998145,0.05104398800387337,0.05201541005786528
0.022954460897524905,0.9311367774154031,0.022958923167509013,0.02294983851956295
0.052142999022881414,0.39878236617030377,0.05214408495050817,0.4969305498563065
0.2625142582450469,0.5603648831412016,0.08856099737105273,0.08855986124269875
0.1250007191258215,0.6249978230368171,0.1250006678001802,0.12500079003718118
0.04838397023551872,0.8548495459079444,0.048384110217982314,0.04838237363855463
0.027163369716962645,0.9185298335502029,0.027167533036650097,0.027139263696184288
0.1250007191258215,0.6249978230368171,0.1250006678001802,0.12500079003718118
0.07348400253894824,0.7795507461495071,0.07348391307988339,0.07348133823166123
0.05710350342202242,0.30567842931609013,0.05710375982091499,0.5801143074409726
0.05472935713593711,0.8358187123882803,0.05473062504055907,0.05472130543522371
0.1250007191258215,0.6249978230368171,0.1250006678001802,0.12500079003718118
0.07157283218324223,0.7852822936720764,0.07157317669079499,0.07157169745388627
0.07078939928042668,0.7879436225598493,0.07065354459400665,0.07061343356571742
0.05350997810199758,0.8394800011417864,0.053511448081027965,0.053498572675188164
0.031986383055106586,0.904081222793161,0.031971100867512,0.031961293284220295
0.06647550839524836,0.8005828347151248,0.06647650034318381,0.06646515654644304
0.052726155302678886,0.7252990608527532,0.052726815200277284,0.1692479686442905
0.09930858826722132,0.7020773093523838,0.09930752340231479,0.09930657897807993
0.07762851189842034,0.767116293363347,0.07762835802100428,0.07762683671722842
0.05706753672989425,0.6704979067779858,0.05706778690230001,0.21536676958981996
0.013177544187657094,0.9604673343044375,0.013195913215009921,0.013159208292895463
0.05684997246830998,0.8294512514614514,0.05685003187166099,0.05684874419857754
0.05180437970705883,0.37537862730765337,0.051615947107966166,0.5212010458773216
0.04746800305898554,0.5349161755383773,0.04746806481428912,0.370147756588348
0.08122007422575948,0.7563390263529006,0.08122038341203805,0.08122051600930184
0.0374903733606261,0.8874824482939194,0.03750643663685836,0.037520741708596046
0.03639415337112937,0.8908295526062847,0.03639547387476454,0.036380820147821354
0.0188745339037665,0.9433805904214878,0.01887812323863737,0.018866752436108275
0.05516601975853032,0.8345041379109611,0.055166380275757244,0.05516346205475116
0.05708774042140218,0.828737974262816,0.057087877792238576,0.05708640752354325
0.03245724184795099,0.9026411508405626,0.03245364698369039,0.03244796032779611
0.027743882175087272,0.9166287153590947,0.02790799944005644,0.02771940302576152
0.44309807897096676,0.36309582062353274,0.09690899629583496,0.09689710410966558
0.0531714470199953,0.8404998946928056,0.05317306745725065,0.05315559082994847
0.07986764386056186,0.7604016759178178,0.07986811425524379,0.07986256596637646
0.03666050792962452,0.8900201533889454,0.036660852781321515,0.036658485900108666
0.023926907763792315,0.6712114690992124,0.2809268540417944,0.023934769095200807
0.057648110707749195,0.8344682928602045,0.05394683008320968,0.05393676634883653
0.04535517406157693,0.8639438050909302,0.04535641877503589,0.045344602072456955
0.11809686831080565,0.17931398588471073,0.11814013657927902,0.5844490092252047
0.13215664419818607,0.7562036921869368,0.05582467203135432,0.05581499158352269
0.04883369924370986,0.8534251500330927,0.0488337319459971,0.04890741877720034
0.11078552913051154,0.6676458630943511,0.11078579114003512,0.11078281663510206
0.06641624101389745,0.8007554418083056,0.06641681332391221,0.06641150385388467
0.04158474802632943,0.8751820041184073,0.04158493654007163,0.04164831131519166
0.03855488156198569,0.8843119872357073,0.03855581198898233,0.038577319213324815
0.0540730072926133,0.8377879646772687,0.05407485373966565,0.05406417429045249
0.07699214190375854,0.769023576519198,0.07699224518731622,0.07699203638972739
0.09636565181060665,0.7109030158407675,0.0963656486573855,0.09636568369124032
0.058941977650260165,0.8231758015771733,0.058942214874146644,0.058940005898419794
0.042550892685188496,0.8723104654778332,0.04255111592342005,0.0425875259135583
0.03199636981934915,0.9040192356924215,0.03199827169426709,0.031986122793962214
0.09782062308762866,0.7065377822330507,0.09782063109714623,0.09782096358217425
0.11500592771489546,0.6549827191311924,0.11500597516937419,0.11500537798453801
0.07908600753542736,0.7627441960478764,0.07908625886429371,0.07908353755240272
0.04079180662816919,0.8776330223384744,0.040798459660219256,0.04077671137313719
0.07669946321669088,0.7699015903404586,0.07669948107141594,0.07669946537143445
0.07850692017856693,0.7644808998547026,0.07850712915773977,0.07850505080899066
0.03091279111015699,0.9071380691122044,0.03090932081618555,0.031039818961452966
0.08170482823791146,0.7548856006952094,0.08170480944669675,0.08170476162018225
0.030582257760501195,0.9082459211611457,0.03059407534908873,0.030577745729264545
0.023380860147518535,0.9298599967536568,0.023382129625338553,0.02337701347348608
0.082959414605431,0.7511230335690178,0.08295886207537627,0.08295868975017477
0.043846590631394386,0.8684638403019698,0.04384763676554519,0.0438419323010907
0.03931096585353542,0.8820453338726209,0.0393130471915374,0.03933065308230634
0.049426316289680076,0.8517218197742459,0.049432353656249796,0.049419510279824184
0.05262157540751024,0.8421374287412067,0.05262246840834485,0.05261852744293832
0.017617349184862893,0.9472191026217418,0.017596394374347103,0.017567153819048234
0.05899995646834345,0.8230057287874557,0.05900069910180648,0.058993615642394276
0.09255440695790693,0.7223489880685215,0.09255576857030927,0.0925408364032622
0.03483142855794743,0.8954973179397245,0.03483181879596112,0.03483943470636689
0.054227107140643306,0.8372616234298758,0.0542269252829268,0.054284344146554274
0.024854666654327735,0.9254184532173247,0.024855196016323085,0.024871684112024322
0.04448162810140497,0.866563577947791,0.04448618927642617,0.04446860467437795
0.11761881141722069,0.6471525457464745,0.1176198176666691,0.11760882516963575
0.05299138540119573,0.7943826172476637,0.05299301311314654,0.09963298423799408
0.06263948042486814,0.8120819108415911,0.0626395471984558,0.06263906153508496
0.35612969952389,0.47074626908937484,0.08656554652028299,0.08655848486645223
0.06831648894270952,0.7950551874493956,0.06831700975817513,0.06831131384971971
0.05959608896355269,0.8212137228334289,0.059597481321461254,0.059592706881557087
0.07213796452418346,0.7835868317414542,0.07213797593230643,0.0721372278020558
0.02591755002241109,0.5231221482883148,0.025919801343892462,0.42504050034538154
0.059023298538964625,0.8229357379032268,0.059023751461530265,0.059017212096278235
0.1122074613335425,0.6579395250508944,0.11220748330098787,0.11764553031457525
0.030120992865410423,0.9096435112278659,0.030121892691897526,0.030113603214826173
0.05581197296691141,0.22960502373412697,0.055813714232273264,0.6587692890666883
0.034853324469269586,0.8954462961757989,0.03485490609831301,0.03484547325661861
0.02026128694880514,0.9388337594354333,0.020262218627265738,0.02064273498849572
0.0821965860798767,0.7534114161620507,0.08219682447735968,0.082195173280713
0.06556014465221412,0.466724487081551,0.06556133347618383,0.40215403479005113
0.0897206573925297,0.7308386044715026,0.0897206170195311,0.08972012111643657
0.06858219176457278,0.7942602722507709,0.06858294360262579,0.06857459238203059
0.05900507728764457,0.8224245227813191,0.05900540307985496,0.05956499685118143
0.11509745638154746,0.6547024981774543,0.11509766262734937,0.11510238281364898
0.03269870560923921,0.9019090100336404,0.0326992730621151,0.03269301129500522
0.023009508612512546,0.930974366552435,0.023010828842074796,0.023005295992977542
0.020070467424461128,0.9397761297542738,0.020085424644195198,0.02006797817706991
0.03542074724397198,0.8920515788272539,0.03543184520590703,0.037095828722867236
0.05733698252904031,0.8279947862192526,0.057337584989717104,0.05733064626199013
0.03827367006554343,0.8851823492179053,0.03827382424942012,0.038270156467131076
0.05279633458942991,0.8416233100125097,0.05279771662435164,0.052782638773708805
0.03209032823964704,0.9037349531936132,0.0320911577146008,0.03208356085213897
0.06572209830105316,0.8160289578781926,0.05906217209694425,0.059186771723810185
0.02679298652004628,0.9197197912635336,0.02675407130107134,0.02673315091534855
0.1170551691282892,0.6488369181084298,0.11705550916657997,0.11705240359670112
0.027199849854967643,0.9184043640817369,0.027201584217566462,0.027194201845729054
0.05043247632373259,0.848703446730029,0.05043398413583218,0.05043009281040631
0.5843521650320064,0.17960528144302548,0.11802336017977669,0.11801919334519144
0.04438499707641266,0.866856917549104,0.04438794995066295,0.04437013542382022
0.05321847268693215,0.8403451188766091,0.05321857231758736,0.05321783611887142
0.026884522892613037,0.9193509492272933,0.026885343396324157,0.02687918448376946
0.062389052362935744,0.8082822724456202,0.06239153354952907,0.06693714164191476
0.08029953688990978,0.7591014508143621,0.08029954087944306,0.08029947141628507
0.0716374470693998,0.7850891724337297,0.07163708745506253,0.07163629304180788
0.04558965412543194,0.8632371648181764,0.045590313497353194,0.04558286755903852
0.0980473887678197,0.7058591186895149,0.09804686706444296,0.09804662547822239
0.11600783726403134,0.6520233981086938,0.11598508284668219,0.11598368178059255
0.07499776834133684,0.7750068706943736,0.07499782211938877,0.07499753884490082
0.038192654847198824,0.8852717696201726,0.03819323204396832,0.038342343488660106
0.026947579729377835,0.9189746570454208,0.026948243043469357,0.02712952018173204
0.09051274725089228,0.7284703805929383,0.09051378798362608,0.09050308417254337
0.11463632605196611,0.6560908800292566,0.11463635201567329,0.114636441903104
0.1064606454645741,0.6806260129734898,0.10646152964034725,0.10645181192158876
0.026115270989976798,0.9216645302393156,0.026116247885744848,0.026103950884962753
0.4432036377797929,0.413091981709541,0.07184804686145302,0.07185633364921319
0.07010480775978707,0.5101719952689696,0.07010492592620794,0.3496182710450353
0.062170892079354965,0.8128867066793631,0.062169180335151474,0.06277322090613044
0.03104690255095499,0.9068631128899954,0.03105697134500398,0.031033013214045668
0.018923241721606105,0.9431029638123596,0.018924842005053146,0.019048952460981282
0.06481392037737878,0.8055591253622918,0.06481402154005977,0.06481293272026961
0.08219715588828809,0.7534084702024151,0.08219722087217723,0.08219715303711947
0.020695795076051137,0.9381389130402424,0.020589734656001207,0.0205755572277053
0.0772170641534119,0.7683511044881977,0.07721654939253639,0.07721528196585412
0.04326683857501655,0.8702032433921258,0.04327434053769468,0.04325557749516293
0.09800887464482261,0.7059735769110622,0.09800885821315246,0.09800869023096266
0.04997803353969164,0.850065169147399,0.0499817529852085,0.04997504432770083
0.09890246572046071,0.7032924054514673,0.09890264542749967,0.09890248340057232
0.04716546197457625,0.8585183458259806,0.04716716150464802,0.04714903069479528
0.08442562008781404,0.7467270665182828,0.08442606891576368,0.08442124447813948
0.06675586126159612,0.7996078695720603,0.06675736851227779,0.06687890065406568
0.05667631951974139,0.8299780785141919,0.05667623859661424,0.05666936336945228
0.054293487871085774,0.8371230921425704,0.054293878202793314,0.05428954178355042
0.04519237552917737,0.8644291003880543,0.045193141886625564,0.04518538219614274
0.090138010687147,0.7295899998717417,0.09013849175619446,0.09013349768491688
0.0653609664958791,0.803928091775177,0.0653625050283168,0.06534843670062716
0.020581254271481803,0.9382604594777638,0.02058173520429583,0.02057655104645844
0.05710290557269824,0.8286988545986066,0.05710341853003406,0.057094821298660996
0.11867863835911006,0.17403049005570392,0.11867920340309614,0.5886116681820898
0.04290020515606934,0.8713216465728862,0.04290153514713823,0.04287661312390613
0.30577794458676427,0.5795224288042207,0.05730010066372702,0.05739952594528796
0.046800246024998736,0.38660504544622715,0.04680027485855881,0.5197944336702152
0.06887767219124748,0.7733740153425762,0.06887807090854571,0.0888702415576306
0.07875865705180955,0.7637345921110789,0.07875481744922996,0.07875193338788158
0.02934908007191187,0.9127818286858193,0.028942085088075397,0.028927006154193465
0.04473928969617246,0.6083115686319884,0.04473990043250388,0.30220924123933524
0.03675018017965208,0.8897546026808,0.036750791135212534,0.036744426004335355
0.10450681296723775,0.6864857012425558,0.10450749172976781,0.10449999406043876
0.05740856668399105,0.24944962268095922,0.057408799463820076,0.6357330111712298
0.0738178028432638,0.7785525451830096,0.07381845557905775,0.07381119639466889
0.08325136639191211,0.7502461717265739,0.0832515472817921,0.08325091459972188
0.04834422626564784,0.8549896246445036,0.048346683042152665,0.048319466047695867
0.1019623844844007,0.6941155248724722,0.10196269752173663,0.10195939312139052
0.11786191109315945,0.6464201499675025,0.1178625599843713,0.11785537895496678
0.06184215844243593,0.8144848544859438,0.061843394480127566,0.061829592591492816
0.024949371473496094,0.9251679670377364,0.024947086081798932,0.02493557540696855
0.053969880422014456,0.8380929638179125,0.053970174226336154,0.0539669815337368
0.06495344229915656,0.6585144083197036,0.06495357020671716,0.21157857917442266
0.03647580128424488,0.8905921772762285,0.03647873853211912,0.036453282907407514
0.09829955490671607,0.7051013060049033,0.0982997535659923,0.09829938552238839
0.1015393348206265,0.6953820210927434,0.10153932789069911,0.1015393161959309
0.06063620543750525,0.27058902497101883,0.060636778428128583,0.6081379911633474
0.04679613346734123,0.27892407910533956,0.046798510226890216,0.6274812772004289
0.07153354853215887,0.7852392928799912,0.07153430938498116,0.07169284920286886
0.024319892223691394,0.9270310203345606,0.024320347365047627,0.024328740076700488
0.05830931831841005,0.8250717716303048,0.05830956226890044,0.05830934778238478
0.05891728012719059,0.8232581506744139,0.0589177293977507,0.05890683980064474
0.05789293807151078,0.8263283682490962,0.057893748299573444,0.057884945379819586
0.07675185763693894,0.7697476745075655,0.07675192106679785,0.0767485467886977
0.02225297678107643,0.9333126916366976,0.02222750268272659,0.022206828899499362
0.03369380808225814,0.8989269756398188,0.033694853214637846,0.03368436306328528
0.08018584004845816,0.7591754370167517,0.08018667428365886,0.08045204865113124
0.04932593286738311,0.2710945290014172,0.04932622089454862,0.630253317236651
0.06612652015289214,0.8016188716633111,0.06613611898942161,0.06611848919437516
0.028627395733284156,0.9141178590579822,0.02862932929077436,0.028625415917959196
0.061727820831004886,0.8148228849004662,0.06172856855857713,0.06172072570995164
0.032487658776833746,0.9025464416562871,0.032488698457489994,0.03247720110938911
0.054784933158961754,0.8337863826889487,0.05478588318692239,0.05664280096516721
0.07444496141117213,0.7766705205283652,0.0744460165255928,0.07443850153486992
0.06919042881473551,0.792430341888674,0.06919042519269272,0.06918880410389773
0.06153304188186668,0.4128623263111989,0.06153303339869894,0.4640715984082354
0.07299526386649079,0.7810212083548095,0.07299586403410947,0.07298766374459033
0.10131014719249797,0.6960771996870139,0.1013110512878141,0.10130160183267399
0.08023065948201,0.7593104854094567,0.08023091980256959,0.08022793530596375
0.06095173706851485,0.8171512953087677,0.060952601736272136,0.06094436588644535
0.03682346603272745,0.8895415252033084,0.03682363350435552,0.03681137525960863
0.017744384811039658,0.9457633938116053,0.0176952972929235,0.01879692408443146
0.05415026852287178,0.8375605850183491,0.05415164142329504,0.05413750503548416
0.07504436502771353,0.7748671880245082,0.07504436603991244,0.07504408090786596
0.032746873093319466,0.9017740328660723,0.03274869712724837,0.03273039691335983
0.033715805513104574,0.8988609293719768,0.03371695095336009,0.03370631416155851
0.05547549863944292,0.8335526344070375,0.055475820913991815,0.055496046039527645
0.08087613232601612,0.34276267304548574,0.0808745721802951,0.495486622448203
0.059089427297604184,0.4070714236924961,0.05909027318331152,0.47474887582658803
0.04273655918819085,0.8717960100177308,0.042737200396492724,0.04273023039758558
