P(topic 1),P(topic 2),P(topic 3)
0.027984033802055087,0.027879761382688554,0.9441362048152564
0.05657076127856234,0.05581579499099108,0.8876134437304466
0.02387615760654736,0.02385806167955186,0.9522657807139008
0.039413019440195415,0.0376568051515826,0.9229301754082219
0.034279193278432825,0.0342527088829739,0.9314680978385932
0.04572585161850957,0.045721600995557846,0.9085525473859326
0.03450518167638766,0.03447817707455129,0.9310166412490611
0.03786898066383876,0.03693340533022341,0.9251976140059379
0.04327006816918428,0.043225771479618424,0.9135041603511973
0.04236347022456093,0.04119030319279395,0.9164462265826452
0.04206363173736182,0.730012593036174,0.22792377522646418
0.040403346318147654,0.04040412343694239,0.91919253024491
0.03952893850908498,0.03945055430396453,0.9210205071869505
0.044125580869907845,0.043836916711289316,0.9120375024188028
0.042802474523634414,0.04278446147047286,0.9144130640058927
0.04345927927037537,0.04345083144266311,0.9130898892869616
0.03654875283514665,0.03637386446942568,0.9270773826954276
0.06071115878278705,0.05838197001400126,0.8809068712032116
0.03916318265033184,0.039170103873954566,0.9216667134757136
0.042229150149898004,0.042220672935553,0.9155501769145491
0.05095675186837183,0.050947252525293446,0.8980959956063347
0.039401996693090115,0.039634481273461565,0.9209635220334483
0.04188620656301673,0.04188491507833907,0.9162288783586442
0.04480182782272695,0.04479673360609122,0.9104014385711818
0.04740622015739801,0.047401370994679275,0.9051924088479227
0.051428387342286865,0.051420520045919516,0.8971510926117937
0.07569575804827162,0.07564525974220648,0.8486589822095219
0.03243198996811465,0.032431562174590194,0.9351364478572952
0.03355044190428391,0.03343302654637495,0.9330165315493412
0.04382376392417026,0.04381579944016794,0.9123604366356618
0.04918582336395191,0.04917531258803815,0.90163886404801
0.052323420785730414,0.05230313486402529,0.8953734443502444
0.0412166812253774,0.041213001864467004,0.9175703169101556
0.036384379343682535,0.03637958447200857,0.9272360361843088
0.019723875134869798,0.01945612056439362,0.9608200043007366
0.7667362587784656,0.04700127292433238,0.186262468297202
0.03969420896523023,0.03970161223517319,0.9206041787995966
0.038147229500541724,0.03814653948783221,0.9237062310116261
0.039893546505708456,0.03990513053767999,0.9202013229566115
0.04549971750385388,0.04550360295272797,0.9089966795434181
0.03308553154951102,0.03307997619050601,0.9338344922599829
0.04121470272440239,0.04119540214354659,0.9175898951320509
0.03615861817669063,0.03615239871657305,0.9276889831067363
0.03748899706782048,0.037672919412006206,0.9248380835201733
0.033566695839387796,0.03356162264661072,0.9328716815140015
0.028162025187749306,0.028143494708735513,0.9436944801035152
0.04362017512152674,0.043598002613559665,0.9127818222649137
0.046710064896203586,0.04670635480289652,0.9065835803008999
0.04415176104129653,0.04344186566321885,0.9124063732954845
0.04712242327732771,0.04711830618164429,0.905759270541028
0.04022369794224122,0.040211203203474336,0.9195650988542845
0.03199122305986976,0.032054232349350134,0.9359545445907801
0.03511631293453201,0.03516306292077852,0.9297206241446894
0.03481194463996168,0.03365184104608155,0.9315362143139567
0.03839081462909049,0.03632762548125147,0.9252815598896581
0.051134469809654776,0.05113141560448196,0.8977341145858633
0.026830379393442044,0.026854445660567355,0.9463151749459906
0.05315713103099342,0.053152208776837497,0.8936906601921691
0.052736377337926424,0.05273967380820958,0.894523948853864
0.02921509647118657,0.029214508142405313,0.9415703953864081
0.05227712213227928,0.05227664496551657,0.8954462329022042
0.028951313074537383,0.02891499924072354,0.942133687684739
0.060515129262878914,0.059787027653709475,0.8796978430834116
0.03665741190228779,0.03666338005279193,0.9266792080449202
0.04055468756620808,0.04099004944958662,0.9184552629842053
0.03169859528019073,0.03159344793290942,0.9367079567868998
0.02588223253006086,0.02585153265021904,0.9482662348197202
0.03567509732682704,0.035689502233318786,0.9286354004398542
0.04080226404559701,0.040797702201062734,0.9184000337533403
0.03667986589711419,0.036676772844010296,0.9266433612588756
0.03715106251218599,0.0370196634335067,0.9258292740543074
0.03645563027259341,0.03605956349807082,0.9274848062293357
0.03158226492631705,0.03145310877020279,0.9369646263034801
0.04026147375568867,0.04024956616499162,0.9194889600793198
0.048619459040994926,0.04860482041262331,0.9027757205463818
0.07078893813167435,0.07078818886377107,0.8584228730045547
0.03833323874364644,0.03819113379802509,0.9234756274583285
0.04440856337144076,0.04416917173508283,0.9114222648934764
0.36940317849249166,0.0564169973084359,0.5741798241990725
0.04136370207121409,0.04136152779351598,0.91727477013527
0.03810365856963836,0.03805741255895078,0.9238389288714107
0.044119034363347374,0.042197860301904616,0.913683105334748
0.048376308111933754,0.04846242945346194,0.9031612624346043
0.036552544753851134,0.036552156125946304,0.9268952991202025
0.04382477301472294,0.04388335866826834,0.9122918683170087
0.023786544541427975,0.02379296630497699,0.952420489153595
0.05369997693283197,0.05368344211812062,0.8926165809490474
0.06216043577747815,0.06215365914704671,0.8756859050754752
0.05877186734316907,0.0587615227954593,0.8824666098613716
0.04196881991152758,0.04214019584464625,0.9158909842438261
0.03795834853658138,0.03997116999293173,0.9220704814704869
0.0379645673411721,0.03788515427031841,0.9241502783885096
0.05072923586883053,0.05072090355026336,0.8985498605809061
0.04369737170350638,0.043609123647022484,0.9126935046494711
0.032427406026999984,0.03252345147264157,0.9350491425003584
0.04957768560513462,0.04959753510251368,0.9008247792923517
0.02800564758170844,0.027936734385918024,0.9440576180323736
0.0337036031176008,0.0321008281933983,0.934195568689001
0.056323949696956706,0.05631073391889236,0.887365316384151
0.045740523160324155,0.9010504336075535,0.05320904323212218
0.040350298407227536,0.040356295194770554,0.9192934063980019
0.04507248402830947,0.045058279206631247,0.9098692367650593
0.3848930555779672,0.058959026709065915,0.5561479177129669
0.05384895961278634,0.053843484126948074,0.8923075562602655
