P(topic 1),P(topic 2),P(topic 3),P(topic 4),P(topic 5),P(topic 6)
0.02351117048080247,0.023545785613056557,0.8823995322843481,0.0235177620487522,0.02351444345325535,0.023511306119785268
0.022348635649176607,0.0224350238244718,0.8881698408011649,0.022348652837071784,0.022348916527210983,0.022348930360903883
0.015824895675821717,0.015827474687185684,0.9208732637308767,0.01582442547373921,0.015825094777146623,0.01582484565523005
0.021123592461781682,0.021128043968518456,0.8943762786689899,0.021124851971641476,0.021123573915729946,0.02112365901333844
0.018549199429515436,0.018584479889552516,0.9072186109271334,0.018549032072247597,0.018549289201932426,0.018549388479618695
0.01703953080549873,0.017043468331108338,0.9147865318803592,0.017050342244023464,0.01704010000732448,0.017040026731685986
0.016100184053456635,0.016107089296418686,0.9194921415497577,0.016100689580491854,0.016100087518418918,0.01609980800145628
0.018862981134082128,0.018864961964638056,0.905681783384409,0.018863932853316098,0.018863049554950023,0.01886329110860471
0.024682783330955464,0.024890607866700932,0.8768121946190802,0.024537952484251644,0.024538049009602516,0.02453841268940929
0.019743556849299387,0.019756040489453904,0.9012235417290956,0.019789291669133947,0.019743699281082175,0.019743869981935096
0.015281510152142457,0.015297430466019475,0.9235759629549212,0.01528154070925815,0.01528175820959742,0.015281797508061346
0.018329028492890222,0.01836095288479439,0.9083044876500651,0.018347872994081697,0.0183294840967991,0.0183281738813695
0.0272369602541772,0.02724060985443953,0.8638091394362925,0.02723697928565016,0.027239090545918443,0.027237220623522268
0.02215215039624569,0.02216071246370184,0.8893143110404335,0.02212731794109392,0.022123921945390458,0.02212158621313457
0.016722678395068025,0.01676851153856471,0.9163390558045966,0.01672311381456805,0.01672378589622776,0.016722854550974994
0.013166846339686764,0.013274910140138083,0.9340551081508331,0.013168055146971391,0.013168145465741169,0.013166934756629469
0.014359477933000138,0.41123109139550795,0.5313181861576742,0.014363845800261623,0.014367748989661177,0.014359649723894845
0.01498172098063676,0.014988456760165145,0.9250816144387194,0.014981756053611385,0.014984341356960624,0.014982110409906707
0.020891515111719453,0.020901633222420352,0.8955319696183651,0.0208915287903948,0.020891584040995323,0.020891769216104854
0.018280930287644933,0.018302794869053382,0.9085661521816056,0.018287196712752474,0.01828177199956831,0.018281153949375073
0.024216851160510408,0.024263639401679943,0.8788684662784328,0.024216881218591668,0.02421695094903626,0.02421721099174903
0.024814700574091558,0.024882861218071657,0.875853375026469,0.024819432760965234,0.024814754312873066,0.024814876107529527
0.023640899106453683,0.023662183707907847,0.8817724332011833,0.023641660456475245,0.023641680545938196,0.023641142982041764
0.015149460460436923,0.015305424181760528,0.9241049141265446,0.015146597631892607,0.015146714163425468,0.015146889435939795
0.018156092809136475,0.01815762967473725,0.9092172550917247,0.01815556754666281,0.01815769559249274,0.018155759285245918
0.019841067490079887,0.01984330215622855,0.9007862316977929,0.019841083934741367,0.01984702232789729,0.019841292393260112
0.029179242898434384,0.029181615605283703,0.8540996717481396,0.029180947191419684,0.02917925788045115,0.0291792646762713
0.02418956993808636,0.024217268091033847,0.36830425212102513,0.024197787155006745,0.5348988020337604,0.024192320661087445
0.01933925768347976,0.01936027572723184,0.9032833122410006,0.019338582992388196,0.019339814396850237,0.019338756959049318
0.5056753647263149,0.016135716973340312,0.42982191154682015,0.016121554275186686,0.01612334940138618,0.0161221030769518
0.02056320545388952,0.020577258017446226,0.8971681781344747,0.020564004264760797,0.020563906593938683,0.020563447535490033
0.012254256565077115,0.012255256849266117,0.9387271510896662,0.012253911036389587,0.012255466178693898,0.012253958280907005
0.025586190586179756,0.02561151205681332,0.8720431330575551,0.025586238535470932,0.025586545150804194,0.02558638061317672
0.015076520805633016,0.015112419748848787,0.9245713642455413,0.015076457419521355,0.01508646625861699,0.015076771521838441
0.023170491749934696,0.02318086295805466,0.8841369361926175,0.023170501860220235,0.023170542005020313,0.02317066523415271
0.02190610108023059,0.02191820399100261,0.8904522951612361,0.02190611519912539,0.02191101721453843,0.021906267353866752
0.014040614989201951,0.014071015563082965,0.929763619141651,0.014043026990387049,0.014040718609792134,0.014041004705885029
0.02396854343996923,0.023971547481593823,0.8801539859602138,0.023968564597246406,0.023968609115401943,0.023968749405574738
0.018574097735722085,0.01859282256229797,0.9071103078301612,0.018574119918023414,0.018574190722693947,0.01857446123110119
0.018174665725318007,0.01817477801928153,0.9090297788300733,0.018270725265511472,0.01817481651177827,0.018175235648037257
0.024589779644571718,0.02460194175251376,0.8770385040636038,0.02458974734992766,0.024590106529375166,0.024589920660007907
0.018140016605502168,0.018169010351113596,0.9092703325183888,0.0181404427359139,0.01814004216318404,0.0181401556258974
0.027530580146978106,0.02774952196779008,0.8621531763293041,0.02752210580950945,0.027522177441029576,0.027522438305388815
0.01866117982172297,0.018660668594339878,0.9066915143869467,0.018663285801117636,0.018661686827219914,0.018661664568652873
0.015205185455728807,0.015208949051205694,0.9239697145558721,0.015205198940712608,0.015205292571312822,0.015205659425167939
0.020735023315847825,0.020726495718764667,0.8963632675305698,0.020724469760411996,0.02072642230300456,0.02072432137140103
0.022818635142413425,0.02287540864401961,0.18255586617049255,0.022817356309274693,0.7261150885075063,0.022817645226293454
0.0212961389284368,0.02129782004891063,0.8934574278476923,0.02131068378499449,0.02129645449170655,0.02134147489825925
0.02753167200372555,0.02753126677557694,0.8623356628999115,0.027531963813064813,0.027537548438199316,0.02753188606952199
0.020661814305023615,0.02074162582984591,0.8966070675517811,0.020662362301902607,0.02066501811657544,0.020662111894871184
0.02287750518462762,0.022967416792636124,0.8855206427854648,0.022878408355365552,0.02287828984323051,0.022877737038675412
0.01586505574613183,0.01589544593101122,0.9206453548885363,0.01586452261793012,0.01586462684972601,0.015864993966664635
0.5032599118853092,0.019527596343107433,0.41897129472534717,0.01941402676553906,0.019413538643585325,0.019413631637111847
0.022137845069134077,0.022151900937111214,0.8892440540047394,0.02219001537399565,0.02213825793776265,0.02213792667725716
0.012969015445130181,0.012969749799276292,0.9351823390609441,0.012959478819132186,0.012959661856818704,0.012959755018698524
0.00876870365143948,0.008765481904242096,0.9561514336270209,0.008785038357252598,0.00876470585002464,0.008764636610020317
0.016941444797333154,0.01694314303437761,0.915292559262867,0.016940704286250545,0.016941011551095297,0.01694113706807658
0.012489644827129826,0.012486217121819207,0.9375282805605428,0.012524419162658182,0.012485933496990098,0.012485504830859919
0.01707305892988765,0.017082250851306876,0.9146247165711745,0.017073264478573533,0.017073427781299076,0.017073281387758387
0.015375808448569775,0.01537539213827696,0.9231208951160311,0.015375817609426379,0.01537594078843936,0.015376145899256156
0.011402026641462249,0.011469887382859121,0.9429228955269869,0.011402464363030372,0.011401241365027268,0.011401484720634032
0.019282869629299832,0.019282941602936702,0.9035857782624878,0.019282729282668193,0.01928278124886082,0.019282899973746617
0.022345303849298292,0.022348003120805485,0.888269642923249,0.022345331195459978,0.022346009116395914,0.022345709794791484
0.018627246982811964,0.60542008581468,0.320073670266645,0.0186260181146551,0.018626458812743545,0.01862652000846441
0.023126825755634847,0.02312926440741628,0.884359018636584,0.023130131692729847,0.023127726349005485,0.023127033158629556
0.010732122819576797,0.010489131245839202,0.947357319878027,0.010473605375198298,0.010473755213752933,0.010474065467605846
0.014905865278341281,0.014905831398391953,0.9254679146680725,0.01490810847475347,0.014905982071458289,0.014906298108982224
0.013093611397198278,0.013095989127165834,0.9345102615992001,0.01311618682639655,0.013092265662836606,0.013091685387202595
0.021990098706576644,0.021997679773783186,0.8899939051616683,0.022037635657357682,0.021990483447958953,0.021990197252655073
0.01807187403998928,0.01807280332520802,0.9095052854470386,0.018205727648339033,0.018071997451288742,0.018072312088136467
0.022905356556866766,0.022910518145686627,0.8854670231918155,0.02290585263206963,0.022905727714346052,0.022905521759215404
0.018106182380108974,0.01810784564964153,0.9094686481534202,0.018106240720446105,0.018105494269446215,0.018105588826937098
0.02505955776366208,0.025058960318130284,0.8747576725474758,0.025040591900864946,0.025042280297792437,0.02504093717207448
0.020933879864532046,0.020937576558224966,0.8953010566288766,0.020961922911319694,0.020932777451952347,0.020932786585094478
0.02133798006689052,0.021339515063270968,0.8933093815132107,0.021337868812555894,0.02133758775353419,0.021337666790537543
0.02528416230103601,0.02528740578843502,0.8735716752926506,0.025288087297340996,0.025284244422740323,0.025284424897797104
0.011080618343606696,0.011141124731400791,0.9445550595861928,0.011084166366405933,0.011069352398244902,0.011069678574148888
0.014772639106540086,0.014770499058321335,0.9261522678389134,0.01476847427440029,0.014767980324386898,0.014768139397438018
0.019472531262188203,0.019480519492676693,0.9026290074480698,0.019472589323509974,0.019472568255538884,0.01947278421801638
0.010652626835843166,0.010667548228793943,0.946722190833875,0.010652057962013612,0.010653078903954899,0.010652497235519403
0.01610858142338368,0.016117277731915892,0.9194284609812529,0.016128057609126726,0.016109003059140627,0.01610861919518013
0.013599991629264608,0.013604573570567104,0.9319975778769667,0.013600056381715455,0.01359941610678511,0.013598384434701035
0.01616285118519499,0.0162177644389382,0.91911632241326,0.01617692991497142,0.01616275276339795,0.01616337928423736
0.02607984715289417,0.026080349355215873,0.8695999388756638,0.026079863277139587,0.02608000665196617,0.02607999468712035
0.023033743876036364,0.023035435405269637,0.8848264187918128,0.02303663022915759,0.02303381302047464,0.02303395867724895
0.01781605940567507,0.017841885427910195,0.9108908313896822,0.01781652835490529,0.017818614498740115,0.017816080923087046
0.021106631371962753,0.021107119528654968,0.894462699904826,0.02110992500283974,0.021106714073933063,0.021106910117783474
0.026657439066265342,0.026665053465085527,0.8666927825003294,0.02665914374685524,0.02666805537515281,0.026657525846311696
0.013062643060260653,0.013110318947424496,0.934645130747179,0.013060876140298067,0.013060509220200727,0.013060521884637076
0.027831176795989808,0.027842130527040328,0.8608329731507856,0.02783120170265013,0.02783121834842065,0.02783129947511359
0.019749586461588513,0.019762221453792035,0.9012389139602804,0.01974962148844366,0.019749712522747636,0.019749944113147955
0.5740017388890359,0.0230185532367652,0.33420813460121784,0.022923628899247702,0.022923753295256127,0.022924191078477173
0.01905998215210911,0.019072120478859898,0.9047358756375742,0.019051857034832056,0.019039688432933882,0.019040476263690816
0.021357886590968152,0.02136223514144527,0.8932005393302984,0.0213625253718294,0.021358574764362644,0.021358238801096156
0.027130531259338547,0.027143796909385575,0.8642952736684998,0.027168589169214292,0.027131232590494044,0.02713057640306765
0.025750936908199434,0.02575338630187177,0.8712498088816478,0.025748191529129483,0.025749394875510128,0.02574828150364121
0.018768518104999982,0.01876984325276439,0.9061519199919814,0.01876896622622963,0.01877191308003757,0.01876883934398695
0.03049796586097774,0.030917274370787697,0.8470887603378224,0.030498025046596947,0.030499378473343587,0.030498595910471563
0.019242022215960383,0.019241940167248475,0.9037854161273297,0.019241996898690057,0.019246297646071733,0.019242326944699458
0.014989461071908692,0.014994375430274964,0.9250457392838974,0.014990523435416068,0.014989981664316015,0.014989919114186737
0.026073238370644042,0.026076010180273206,0.560119443054131,0.33558442383606263,0.026073329600762724,0.026073554958126355
0.01688229793512362,0.5880565463409976,0.34440325123963306,0.016882341424987842,0.01689276851276326,0.01688279454649464
0.015358742620358187,0.015372907631633105,0.9231916630758416,0.015358916207479914,0.015358736609347222,0.015359033855340053
0.02038776030049417,0.02043270769986709,0.8979602661415111,0.020387775758062353,0.020443552226441775,0.020387937873623623
0.02695243947117402,0.02697335210475417,0.8652132054669246,0.02695245617608979,0.026955942067075987,0.026952604713981504
0.019854707926268315,0.01985601376755836,0.9007055855220139,0.01987282420378851,0.019855588473158266,0.019855280107212648
0.018817652291451936,0.018819997334760454,0.24129136280129052,0.6834339261389258,0.01882007638868381,0.018816985044887564
0.02657298769643207,0.026769171603008762,0.8669387104566222,0.026573000671983593,0.02657303111052995,0.026573098461423424
0.028204534989647336,0.028206642891563286,0.8589714214353351,0.028208277176438847,0.028204552807573707,0.028204570699441708
0.023901059952110598,0.023915995672959423,0.6244560086948733,0.023901117267718836,0.023902886841791048,0.2799229315705468
0.018573274738499367,0.01858101121290157,0.9071193373691862,0.018575441176705676,0.018577431899715693,0.018573503602991655
0.024200839294979102,0.02420324471425459,0.8789931050259053,0.024200857228450202,0.024200921826106888,0.024201031910303827
0.025355550159880703,0.025396339704493523,0.8731811243817122,0.02535558792647384,0.025355622659970288,0.025355775167469428
0.01979965501932269,0.01980195555811786,0.9009992749866129,0.019799617875424648,0.01979966479042402,0.01979983177009791
0.02478284848691897,0.024799879254390665,0.8760297296147191,0.024838558297908223,0.024774397741099536,0.0247745866049636
0.016228141562900165,0.016227952583730644,0.47507924462792633,0.016227043758532574,0.4600100173368117,0.01622760013009855
0.022353076766830158,0.022359717066111607,0.8882217479458425,0.022353561495706428,0.022358681178987386,0.022353215546521865
0.014684841272341983,0.014720320246507579,0.9265344768075481,0.014688955443731716,0.014686188911226741,0.014685217318643915
0.023450193606468238,0.023472267995908253,0.8827270041655196,0.023450147081695683,0.023450169289177637,0.023450217861230464
0.34688129341746315,0.023855125652332367,0.5576922872472648,0.023856028108364322,0.02385866474272498,0.023856600831850375
0.027203424182621738,0.027216350250062527,0.8639599426219643,0.027212058275975667,0.027204754160596912,0.027203470508778912
0.013479264732892618,0.013483735798017801,0.9326012727844961,0.013479328054668994,0.0134787028933114,0.01347769573661305
0.024467585363241822,0.024478455458951085,0.8776505452006651,0.024468006467914524,0.024467639779888844,0.024467767729338643
0.011628318339088846,0.011546788554913028,0.9421662712951461,0.011563894418419074,0.011549008475818957,0.01154571891661406
0.023119163725074922,0.023138455035037933,0.8843849145160917,0.02311912454082541,0.02311914553441552,0.02311919664855449
0.021720093986260756,0.2948888788269128,0.6182298117749988,0.02172012112374595,0.02172076405793104,0.021720330230150558
0.027215724416871114,0.027228903458252456,0.8639079065383725,0.027215729872437477,0.02721585617141229,0.02721587954265415
0.028226560688752813,0.028241665480517472,0.8588411599616516,0.028236643258552723,0.028227358757101254,0.02822661185342422
0.019108925314126925,0.01910775774192753,0.9044537806692441,0.01910879017363341,0.01911153646584021,0.019109209635227983
0.02717430763946413,0.027199578598693396,0.8641027752059541,0.027174397117780157,0.027174399804628522,0.027174541633479495
0.026492036434738468,0.02649757915678372,0.8675286943159345,0.02649742030898483,0.026492088007365813,0.02649218177619257
0.025697221103370638,0.025696312419232765,0.8715194894901478,0.025695522391541794,0.0256956404210666,0.025695814174640383
0.01937892708032873,0.019379806269814927,0.9031058959843696,0.019378377436737204,0.01937841550043837,0.019378577728311218
0.01814851093252762,0.018307036843185215,0.9091000243507588,0.0181482415184612,0.018148200321472543,0.018147986033594604
0.018917147474187542,0.018918930942751405,0.9054121403307615,0.018917168005422574,0.018917234710924893,0.01891737853595207
0.01797006448997045,0.017978898361033845,0.9101393988031681,0.017970528688738916,0.017970616474356025,0.017970493182732528
0.017048776617769573,0.01705246913667022,0.9147515110353517,0.01704909247725693,0.01704890371712255,0.01704924701582902
0.020076187127306577,0.02013132427810422,0.8995625253811532,0.02007686646349715,0.020076821954994085,0.02007627479494474
0.02230119746303315,0.022301668701348247,0.8884786033959163,0.022302266437889847,0.02231427459363742,0.02230198940817493
0.023486735943518598,0.023498026178904938,0.8825537221708462,0.02348781375295353,0.023486778944996914,0.023486923008779827
0.020045957705127366,0.020046736862327594,0.8997667981779873,0.020045972190725028,0.02004837836550858,0.020046156698324116
0.012762349523593168,0.012762295064411597,0.9361790555618767,0.01276533700818732,0.012768532235250879,0.012762430606680215
0.01790287264983615,0.017909902180672278,0.9104779423952126,0.01790303489359539,0.01790283787227419,0.017903410008409188
0.019514057860328112,0.019524859863996723,0.9024185429533036,0.019514084480596505,0.019514132200220212,0.019514322641554633
