P(topic 1),P(topic 2),P(topic 3),P(topic 4),P(topic 5),P(topic 6),P(topic 7),P(topic 8)
0.028344332851685954,0.028344332232380236,0.37068910902453606,0.028344332932162195,0.02834433265882252,0.45924488093308957,0.02834433270993326,0.028344346657390128
0.018385150383232057,0.018385150061100163,0.018408304985975715,0.018385150424931322,0.01838515028207282,0.8712807870498178,0.018385150309957566,0.018385156502912572
0.019195895957299182,0.01919589194603745,0.019201468835773696,0.019195896465254998,0.019195894740300097,0.6893273084917753,0.019195895064442966,0.19549174849911632
0.012224363782037588,0.012224360275182467,0.012230895565012324,0.012224364224522107,0.012224362726132964,0.9144229267386916,0.012224363007937524,0.012224363680483543
0.3330143593569535,0.030449938045145907,0.03047035381883219,0.030449940455355533,0.030449939534993444,0.48426555296178103,0.030449939710141406,0.030449976116796996
0.029298130295340237,0.02929812937156806,0.029302446578129485,0.029298130410755213,0.029298130015069694,0.7949087415513751,0.029298130089484238,0.029298161688277976
0.015250003437078167,0.015249998946507083,0.015250599181872953,0.015250004006053454,0.01525000207745799,0.8932493858039107,0.015250002462398328,0.015250004084721526
0.038296921264899135,0.03829692061253534,0.03831296488450581,0.03829692134724766,0.038296921073612544,0.7319054171898229,0.03829692112793289,0.03829701249944356
0.019285722498548055,0.019285721631890823,0.06588724431311434,0.019285722608560155,0.01928572223315741,0.8183984155994233,0.019285722341110773,0.019285728774195144
0.02131454006649273,0.02131453823302882,0.02132644706661336,0.021314540293519636,0.021314539510516976,0.8507863055236814,0.02131453965723351,0.021314549648913345
0.035197550731661566,0.03519755025663957,0.035252740786175005,0.03519755079139127,0.03519755058700829,0.7535618795483877,0.0351975506252545,0.03519762667348207
0.027698951403757832,0.027698949284591202,0.027700666563426225,0.027698951383219553,0.027698950581961822,0.8061056200259673,0.027698950737275376,0.027698960019800715
0.04534994403855936,0.04534994239096168,0.04578430171756752,0.04534994424649706,0.04534994354041078,0.4296731861623763,0.2977924645188973,0.04535027338472996
0.025305204131380685,0.02530520302953915,0.02530983744791074,0.025305204269287698,0.025305203796911598,0.8228589097072427,0.0253052038869381,0.02530523373078938
0.04701743938840415,0.04701743758184449,0.04703321435261771,0.047017439616513425,0.04701743884191685,0.6708620216111554,0.04701743898820731,0.0470175696193406
0.031526446629986216,0.03152644469622594,0.03163078278958151,0.03152644686670112,0.03152644604249259,0.7792104838425167,0.031526446194772594,0.03152650293772349
0.04161496422158353,0.041614961864402195,0.04164611427180917,0.041614964505705176,0.255060989752608,0.4952178873675982,0.04161496369127985,0.041615154325013934
0.012893017966142782,0.012893009213408725,0.01289319213013671,0.012893019071011612,0.012893015320032869,0.9097487151704753,0.012893016034547825,0.012893015094244266
0.034142226445434576,0.03414222636250726,0.03420277302942376,0.03414222645556504,0.03414222641993027,0.7609438309350971,0.034142226426621035,0.034142263925421086
0.01918588190117591,0.019185881670734938,0.019197698045740626,0.019185881932664992,0.01918588182548685,0.865687006414245,0.019185881846024027,0.019185886363927568
0.02730360573632039,0.027303603282522876,0.027306700503089275,0.02730360605091731,0.22926663854530038,0.6069086087442308,0.02730360529493061,0.027303631842688428
0.027102698841640873,0.02710269864064309,0.02710666102911881,0.027102698865192065,0.027102698775978904,0.8102771208833528,0.027102698792206368,0.027102724171867012
0.039568855493974646,0.039568854351842785,0.039596504065121024,0.03956885563772907,0.24901591921823646,0.5135431346498259,0.03956885524062347,0.03956902134264653
0.02818903874624023,0.028189036556172387,0.028200864606351274,0.028189039023076984,0.028189038154907625,0.6143396777886417,0.21651424026420915,0.02818906486040049
0.031136227920469224,0.031136473324593926,0.525957741382465,0.031136227952139845,0.031136227842730353,0.28722463008389754,0.031136227858908794,0.031136243634795436
0.018759422235175634,0.01875942100851073,0.5584709555517546,0.01875942238975334,0.018759421860634923,0.3289725090342959,0.018759421959434613,0.018759425960440217
0.014801227405617252,0.014801226307655006,0.014805228970385586,0.014801227544824483,0.014801227072658664,0.896387408507853,0.01480122716166171,0.014801227029344164
0.04447791522546794,0.04447791512839657,0.044533596440658095,0.04447791524508162,0.044477915166920776,0.6885987156169249,0.04447791519647672,0.044478111980073336
0.021579371035414657,0.021579367151892875,0.052641909538356006,0.021579371530344574,0.021579369863543894,0.817881870997074,0.02157937017501922,0.021579369708354963
0.03426899238222709,0.0342689890588295,0.034275217271942875,0.03426899280157043,0.03426899137747419,0.76011080173347,0.0342689916462861,0.03426902372819982
0.020811356971470702,0.02081135581371887,0.020872801589544795,0.020811357146344817,0.020811356549571173,0.8542590545908367,0.02081135669521335,0.020811360643299557
0.030182273846053854,0.03018227376831928,0.030237211254647896,0.03018227385574977,0.030182273822332174,0.7886691010103222,0.030182273828704524,0.0301823186138703
0.024653741130030313,0.024653738925391782,0.024718781392254092,0.0965964003702792,0.024653740461972207,0.75541608837999,0.02465374064077577,0.024653768699306716
0.026464960789285223,0.026464958380021532,0.02646789876518169,0.026464961093360023,0.02646496006195421,0.8147423310162153,0.02646496025591066,0.02646496963807136
0.2777148534936043,0.02865540088983221,0.028671699094036107,0.02865540380656816,0.02865540269684039,0.5503363948922204,0.028655402905424225,0.028655442221473988
0.013835273856872521,0.013835271331159152,0.013840013850050487,0.013835274178828724,0.013835273092832336,0.9031483461031646,0.013835273295929722,0.013835274291162566
0.01563104936675483,0.015631047990868275,0.42305210408648,0.015631049551244457,0.01563104894640184,0.4831616009513261,0.015631049060446767,0.01563105004647769
0.01671807960444737,0.016718077999382047,0.016720014651296952,0.016718079808379964,0.01671808206760763,0.8829715038576346,0.016718079263083455,0.01671808274816787
0.01895987445669336,0.0189598716733459,0.018969385331000684,0.01895987480744683,0.018959873615283028,0.867271367833327,0.018959873839721114,0.018959878443182067
0.0202989014090081,0.02029889665406843,0.02029990215728041,0.04655009724534726,0.020298899972601283,0.8316554966437101,0.0202989003495942,0.02029890556839023
0.02747948448935666,0.02747948305985288,0.20815884765085207,0.02747948467507375,0.027479484057701897,0.62696422952732,0.027479484213862298,0.027479502325980475
0.019495726900165333,0.01949572549761383,0.019499517723299473,0.019495727077787028,0.019495726475435175,0.8635261177395761,0.019495726647618446,0.01949573193850455
0.026978230844863227,0.0269782306365931,0.02699127872178246,0.02697823087215687,0.026978230779495994,0.8111393236700386,0.0269782308184268,0.026978243656642968
0.03818396879331281,0.038183968484995924,0.03822880367996201,0.038183968832530765,0.038183968699252974,0.7326672810807137,0.038183968724503095,0.03818407170472881
0.03128238799741998,0.03128238530035475,0.031306097653645566,0.2182827718727306,0.03128238718145269,0.5939991604933945,0.03128238739992887,0.031282422101072974
0.034493495817634945,0.034493495287127654,0.03451695618038168,0.03449349588772288,0.034493495678426106,0.7585220099985246,0.034493495701005086,0.03449355544917708
0.027580851211856612,0.0275808505550184,0.027606543649280356,0.02758085129459052,0.027580851013468095,0.8069083243226078,0.027580851066353277,0.02758087688682484
0.020033732063520462,0.02003373126864138,0.02004854097359773,0.020033732164624653,0.020033731820687857,0.8597490519830207,0.020033731885883983,0.02003374784002331
0.06250000011851141,0.06250000011746008,0.5624572256603423,0.0625000001188531,0.06250000011792116,0.06254135004315643,0.06250000011852364,0.06250142370523201
0.03185001533956339,0.36247427217436673,0.031893781796490134,0.031850015515071856,0.03185001491999595,0.44638179149681706,0.03185001503291863,0.03185009372477624
0.03533714171764489,0.03533713615082878,0.6439336426257413,0.03533714242009763,0.035337140034761315,0.1440435032383156,0.03533714048500945,0.035337153327600984
0.0277083585238993,0.1006901232018799,0.02772090688329608,0.027708359139995746,0.027708357047373754,0.7330471568950699,0.027708357447915537,0.027708380860569825
0.05236741265029053,0.05236741240217438,0.6334185994487203,0.05236741268159972,0.05236741257535703,0.05237683842852589,0.052367412595339106,0.05236749921799307
0.04452022550896612,0.04452022533453451,0.04468028317776184,0.044520225522041816,0.044520225450431446,0.6881981417984794,0.04452022546452697,0.04452044774325785
0.02174112483491596,0.021741116276796934,0.6434581795966376,0.02174111756618474,0.02174111703901027,0.22609510840115793,0.021741117136712007,0.02174111914858443
0.041345409580442395,0.581546402110738,0.041486883943533205,0.04134540970571411,0.04134540928053529,0.17023851230127807,0.04134540936108132,0.04134656371667759
0.05176582794182496,0.051765825418066555,0.052073709023601256,0.051765828260021164,0.05176582717941037,0.6373310055579484,0.05176582738342973,0.05176614923569748
0.03581628879028903,0.035816288163189186,0.035922981380036155,0.03581628878956717,0.03581628855129808,0.7491792317843023,0.03581628859610084,0.035816343945217155
0.23478732058349638,0.024266328675603778,0.024282070557434768,0.024266329521828854,0.02426632919358148,0.6195989630457431,0.024266329257442168,0.024266329164869465
0.021075045113826612,0.021075042926298086,0.021083631170082353,0.02109080466354249,0.021075044454021117,0.8524503349294382,0.021075044629884576,0.0210750521129064
0.0300639768527123,0.030063976815954536,0.0301631182521226,0.03006397685530148,0.030063976840557845,0.7894529728818439,0.030063976843521217,0.0300640246579862
0.056830581277675485,0.05683058126890798,0.6021648000779415,0.05683058127881285,0.05683058127497997,0.05685148458582784,0.05683058127653134,0.05683080895932293
0.029077703455709623,0.02907770329574381,0.02909496289371723,0.029077703475310936,0.029077703406877924,0.7964388027464144,0.029077703419482525,0.029077717306743574
0.0326988719974792,0.03269887184634862,0.03277852376172831,0.03269887201647848,0.03269887195196968,0.7710282249384736,0.032698871973196306,0.03269889151432582
0.03639864795998478,0.03639864384111652,0.19318482676195659,0.03639864848839508,0.036398646714248466,0.5884232406622245,0.03639864704713063,0.03639869852494335
0.06250000011851141,0.06250000011746008,0.5624572256603423,0.0625000001188531,0.06250000011792116,0.06254135004315643,0.06250000011852364,0.06250142370523201
0.020248048142545366,0.020248044853312448,0.02025788532333263,0.02024804856321122,0.020248047374630977,0.8582538244355061,0.020248047404667412,0.02024805390279384
0.044137389467002436,0.044137389407970885,0.04417574815377039,0.044137389465382974,0.04413738944509863,0.690999675439945,0.04413738944956795,0.04413762917126186
0.01799144076089728,0.017991439035311065,0.018000569615765134,0.017991440978755623,0.017991440238954576,0.8740507888199137,0.017991440379195145,0.017991440171207615
0.049690318414408886,0.04969031820113474,0.049739728744028426,0.049690318441437564,0.04969031835264661,0.6521180330380246,0.049690318367110124,0.049690646441209
0.02771013889791323,0.3285250621612826,0.027745819265568142,0.027710139342915427,0.027710137832251153,0.5051783958012095,0.02771013811753988,0.02771016858132009
0.029063976748914692,0.029063974039046453,0.029094974540330908,0.029063977091729348,0.02906397592827605,0.6351625530202711,0.19042255983795986,0.029064008793471468
0.041023036849996995,0.041023036552445144,0.04107929853888476,0.04102303688873613,0.04102303676002343,0.7127823697873202,0.04102303678455464,0.041023147838038676
0.038011022044554664,0.038011021784158355,0.0380591740401582,0.03801102208070935,0.03801102195851914,0.733874601309848,0.038011021981167695,0.038011114800884586
0.04432757339723058,0.04432757310897357,0.04443303966459735,0.044327573443366394,0.044327573310052125,0.6896013312298991,0.04432757333344777,0.04432776251243321
0.022245482830184418,0.022245481865869197,0.404116159457169,0.022245482951783763,0.022245482538590947,0.4624109412834581,0.02224548261685117,0.022245486456093314
0.031360897077637874,0.031360895964870704,0.03141749968440885,0.03136089719382544,0.031360896726545406,0.7804170784465759,0.031360896818797876,0.03136093808733783
0.021944664470249398,0.021944662615421533,0.021961831383775793,0.02194466473141978,0.021944663921652237,0.8463701843347139,0.02194466405587027,0.02194466448689709
0.022704326185245826,0.022704324396111968,0.02272243884110186,0.02270432644713494,0.02270432566194916,0.8410516062262264,0.022704325784983513,0.022704326457246415
0.03982934054691641,0.039829339438581475,0.03995738949149141,0.039829340686767356,0.0398293402119599,0.72106645188059,0.039829340301446574,0.03982945744224684
0.02767239713547707,0.027672396147534188,0.02774417002258167,0.02767239725976898,0.02767239683603884,0.8062214225338323,0.027672396917168312,0.02767242314759859
0.04992980626816421,0.049929806196523104,0.05010982456648729,0.04992980627670141,0.04992980624903843,0.6503108313565078,0.04992980625154832,0.04993031283502945
0.022622140087674412,0.022622138317124032,0.022639673916253045,0.022622140345863035,0.022622139569351267,0.8416274877393063,0.02262213969168106,0.022622140332747
0.0348692707886107,0.03486927058466979,0.4403391343148886,0.03486927081424879,0.034869270726906966,0.3504452089573269,0.03486927074381162,0.034869303069536665
0.05625082274238538,0.05625082273819398,0.6062208558440118,0.05625082274281298,0.05625082274134351,0.056273958444559936,0.056250822741720816,0.056251072004971606
0.026064827011760088,0.02606482540524831,0.02607015112132051,0.02606482721450026,0.026064827622167754,0.8175408684584952,0.0260648266559086,0.026064846510599284
0.045518347627012685,0.04551834677066534,0.04586501254415243,0.04551834773477965,0.045518347368737964,0.4207926119214872,0.04551834743796407,0.30575063859520074
0.024420166778084215,0.02442016447807911,0.07160260492666855,0.024420167069298664,0.0244201660804379,0.7818763851911371,0.024420166266983602,0.024420179209310736
0.017846069136946238,0.01784605861505325,0.017846529314383963,0.017846070465298673,0.017846066035652006,0.8750770713381406,0.01784606680779197,0.01784606828673331
0.036606632106228325,0.036606631605006046,0.26461626413496114,0.03660663217519462,0.03660663195543768,0.5157438924085977,0.036606631993821775,0.03660668362075276
0.02727333406651419,0.02727332943077468,0.02727428788159106,0.027273334668490138,0.027273332670760073,0.809085706116761,0.027273333040619015,0.027273342124489924
0.049463123665455015,0.04946312349698359,0.04951340813155949,0.04946312368096754,0.04946312361086695,0.6537075202850999,0.04946312362419096,0.04946345350487657
0.03602911390289225,0.0360291137590137,0.036039619911395544,0.03602911391943997,0.03602911385825729,0.7477856110604267,0.0360291138702009,0.03602919971837355
0.06250000011851141,0.06250000011746008,0.5624572256603423,0.0625000001188531,0.06250000011792116,0.06254135004315643,0.06250000011852364,0.06250142370523201
0.28709964456565107,0.03270512685724266,0.03276515230827029,0.032705127672178244,0.03270512736166718,0.5166094858760952,0.032705127420021,0.03270520793887442
0.0470446642334355,0.04704466422853292,0.6706670777140186,0.04704466423447197,0.047044664231614915,0.04706475794409592,0.047044664232369304,0.047044843181460974
0.01521670685670937,0.015218758513408988,0.015227536604130076,0.01521670719684569,0.015216706044336793,0.8934701725894861,0.015216706259384137,0.015216705935698674
0.0489639792630406,0.048963979244479386,0.657200941240484,0.04896397926546236,0.04896397925766234,0.04901506778205776,0.048963979259184574,0.04896409468762892
